,Area,BHK,Bathroom,Locality,Price,Price_per_sqft
0,800.0,3,2.0,Rohini Sector 25,6500000,8125.0
1,750.0,2,2.0,"J R Designers Floors, Rohini Sector 24",5000000,6666.666666666667
2,950.0,2,2.0,other,15500000,16315.78947368421
3,600.0,2,2.0,Rohini Sector 24,4200000,7000.0
4,650.0,2,2.0,other,6200000,9538.461538461539
5,1300.0,4,3.0,Rohini Sector 24,15500000,11923.076923076924
6,1350.0,4,3.0,Rohini Sector 24,10000000,7407.407407407408
7,650.0,2,2.0,other,4000000,6153.846153846154
8,985.0,3,3.0,other,6800000,6903.553299492386
9,1300.0,4,4.0,Rohini Sector 22,15000000,11538.461538461539
10,1100.0,3,2.0,Rohini Sector 20,6200000,5636.363636363636
11,870.0,3,2.0,Rohini Sector 25,7700000,8850.574712643678
12,630.0,2,2.0,Rohini Sector 24,5500000,8730.15873015873
13,660.0,2,2.0,Rohini Sector 24,5000000,7575.757575757576
14,344.4448,2,2.0,other,3310000,9609.667499698066
15,660.0,2,2.0,other,4700000,7121.212121212121
16,550.0,2,2.0,Rohini Sector 22,4500000,8181.818181818182
17,1100.0,4,3.0,other,17000000,15454.545454545454
18,1150.0,3,3.0,other,25000000,21739.130434782608
19,650.0,2,2.0,Rohini Sector 24,6000000,9230.76923076923
20,850.0,2,2.0,other,11000000,12941.176470588236
21,900.0,3,2.0,other,4500000,5000.0
22,430.556,1,1.0,other,5300000,12309.664712604168
23,900.0,2,2.0,other,10500000,11666.666666666666
24,914.9315,2,2.0,other,12000000,13115.735986792453
25,1100.0,3,3.0,Rohini Sector 20,7000000,6363.636363636364
26,800.0,3,2.0,Rohini Sector 25,7000000,8750.0
27,500.0,1,1.0,other,3400000,6800.0
28,28.0,2,2.0,Rohini Sector 25,5000000,178571.42857142858
29,2160.0,4,4.0,other,21000000,9722.222222222223
31,800.0,2,2.0,Lajpat Nagar 1,15000000,18750.0
32,900.0,2,2.0,Lajpat Nagar,10500000,11666.666666666666
33,1080.0,3,2.0,"Vikram Vihar, Lajpat Nagar",22500000,20833.333333333332
34,750.0,2,2.0,other,13600000,18133.333333333332
35,1450.0,3,3.0,Lajpat Nagar 3,30000000,20689.655172413793
36,900.0,2,2.0,Lajpat Nagar,13500000,15000.0
37,810.0,2,2.0,other,8910000,11000.0
38,1350.0,3,4.0,Lajpat Nagar,25000000,18518.51851851852
39,1710.0,3,3.0,Lajpat Nagar 2,26000000,15204.678362573099
40,1650.0,3,3.0,Lajpat Nagar,30000000,18181.81818181818
41,1280.0,2,2.0,Lajpat Nagar,12500000,9765.625
42,1260.0,3,3.0,Lajpat Nagar 3,21000000,16666.666666666668
43,1130.0,2,2.0,other,7800000,6902.654867256637
44,600.0,2,2.0,other,11500000,19166.666666666668
45,850.0,2,2.0,Lajpat Nagar 1,11500000,13529.411764705883
46,1500.0,3,3.0,Lajpat Nagar 2,26000000,17333.333333333332
47,900.0,2,2.0,other,13000000,14444.444444444445
48,1000.0,3,3.0,"Vikram Vihar, Lajpat Nagar",22000000,22000.0
49,900.0,2,2.0,Lajpat Nagar 2,15800000,17555.555555555555
50,2925.0,4,4.0,Lajpat Nagar 3,57500000,19658.119658119656
51,900.0,2,2.0,Lajpat Nagar 1,10000000,11111.111111111111
52,1600.0,3,3.0,Lajpat Nagar 3,30000000,18750.0
53,1143.0,3,3.0,"Vikram Vihar, Lajpat Nagar",22000000,19247.594050743657
54,1150.0,3,3.0,"Vikram Vihar, Lajpat Nagar",24000000,20869.565217391304
55,1500.0,3,3.0,Lajpat Nagar 3,31500000,21000.0
56,850.0,2,2.0,Lajpat Nagar 2,14600000,17176.470588235294
57,8000.0,4,5.0,Lajpat Nagar,240000000,30000.0
58,890.0,2,2.0,Lajpat Nagar 1,8300000,9325.842696629214
59,1100.0,3,3.0,"Vikram Vihar, Lajpat Nagar",22500000,20454.545454545456
60,750.0,1,1.0,other,4600000,6133.333333333333
61,850.0,2,1.0,"Siddhartha Heights, Dwarka Sector 24",1900000,2235.294117647059
62,1350.0,3,2.0,"MTNL Employees House Welfare Society, Dwarka Sector 24",5130000,3800.0
63,1387.0,4,4.0,"Delhi Homes Yojana, Dwarka Sector 24",5890000,4246.575342465753
64,1050.0,3,2.0,"The Elite Spire, Dwarka Sector 21",3700000,3523.809523809524
65,1500.0,3,2.0,"Kunj Vihar Apartment, Dwarka Sector 12",17400000,11600.0
66,1200.0,3,3.0,"Ashirwad Apartments, Dwarka Sector 12",15500000,12916.666666666666
67,700.0,2,1.0,"MTNL Employees House Welfare Society, Dwarka Sector 24",2400000,3428.5714285714284
