,Area,BHK,Bathroom,Locality,Price,Price_per_sqft
1121,800.0,2,2.0,other,7500000,9375.0
1122,1450.0,3,3.0,other,32500000,22413.793103448275
1123,1440.0,3,3.0,"Punjabi Bagh Extension, Punjabi Bagh",24500000,17013.88888888889
1124,5220.0,5,5.0,Punjabi Bagh West,65000000,12452.107279693486
1125,1800.0,3,3.0,Punjabi Bagh,27500000,15277.777777777777
1126,4455.0,5,5.0,Punjabi Bagh West,115000000,25813.692480359146
1127,195.0,3,3.0,"Punjabi Bagh Extension, Punjabi Bagh",28000000,143589.7435897436
1128,807.2925,2,1.0,"Punjabi Bagh Extension, Punjabi Bagh",8000000,9909.667190020966
1129,3500.0,4,4.0,Punjabi Bagh West,75100000,21457.14285714286
1130,1000.0,2,2.0,other,7800000,7800.0
1131,900.0,2,2.0,other,15000000,16666.666666666668
1132,1800.0,3,3.0,Punjabi Bagh East,27500000,15277.777777777777
1133,17010.0,3,3.0,Punjabi Bagh West,25000000,1469.7236919459142
1134,2340.0,4,4.0,Punjabi Bagh East,26000000,11111.111111111111
1135,1350.0,3,3.0,Punjabi Bagh East,23500000,17407.40740740741
1136,464.0,3,1.0,other,4200000,9051.724137931034
1137,954.0,2,2.0,Punjabi Bagh East,10000000,10482.180293501047
1138,1155.0,2,2.0,other,18500000,16017.316017316018
1139,700.0,2,2.0,Alaknanda,16500000,23571.428571428572
1140,980.0,2,2.0,"Shivalik Apartments, Alaknanda",13800000,14081.632653061224
1141,1350.0,3,3.0,"Narmada Apartment, Alaknanda",21000000,15555.555555555555
1142,1800.0,3,3.0,other,22500000,12500.0
1143,968.751,2,2.0,"Aravali Apartments, Alaknanda",15000000,15483.854984407759
1144,1250.0,3,3.0,"Narmada Apartment, Alaknanda",20000000,16000.0
1145,1800.0,3,3.0,"Aravali Apartments, Alaknanda",20000000,11111.111111111111
1146,1400.0,3,2.0,"Shivalik Apartments, Alaknanda",26000000,18571.428571428572
1147,1000.0,3,3.0,"Narmada Apartment, Alaknanda",19500000,19500.0
1148,1800.0,4,2.0,other,21500000,11944.444444444445
1149,1500.0,3,3.0,Alaknanda,26500000,17666.666666666668
1150,1600.0,3,3.0,"Narmada Apartment, Alaknanda",20000000,12500.0
1151,1400.0,3,3.0,other,18000000,12857.142857142857
1152,1400.0,3,2.0,Alaknanda,19000000,13571.42857142857
1153,2700.0,4,4.0,other,36500000,13518.518518518518
1154,1100.0,2,2.0,Alaknanda,15000000,13636.363636363636
1155,1200.0,2,2.0,Alaknanda,17500000,14583.333333333334
1156,1400.0,2,2.0,Alaknanda,14000000,10000.0
1157,1500.0,3,3.0,other,21000000,14000.0
1158,1320.0,3,2.0,Alaknanda,15600000,11818.181818181818
1159,1300.0,3,3.0,other,19000000,14615.384615384615
1160,1150.0,2,2.0,"Narmada Apartment, Alaknanda",16500000,14347.826086956522
1161,1440.0,3,3.0,Alaknanda,19000000,13194.444444444445
1162,1400.0,2,2.0,"Nilgiri Apartment, Alaknanda",16500000,11785.714285714286
1163,450.0,1,1.0,Alaknanda,3000000,6666.666666666667
1164,1300.0,2,2.0,other,15000000,11538.461538461539
1165,1200.0,2,2.0,"Nilgiri Apartment, Alaknanda",14300000,11916.666666666666
1166,1300.0,3,2.0,"Nilgiri Apartment, Alaknanda",18500000,14230.76923076923
1167,1400.0,3,3.0,other,19000000,13571.42857142857
1168,1400.0,3,3.0,Alaknanda,19000000,13571.42857142857
1169,500.0,2,2.0,"Govindpuri Extension, Kalkaji",3300000,6600.0
1170,700.0,2,2.0,"Govindpuri Extension, Kalkaji",3800000,5428.571428571428
1171,900.0,3,3.0,"Govindpuri Extension, Kalkaji",7000000,7777.777777777777
1172,1260.0,3,3.0,Kalkaji,16500000,13095.238095238095
1173,950.0,3,2.0,"Govindpuri Extension, Kalkaji",8000000,8421.052631578947
1174,405.0,1,1.0,other,5600000,13827.160493827161
1175,1800.0,2,2.0,Kalkaji,21000000,11666.666666666666
1176,1300.0,3,3.0,Kalkaji,21000000,16153.846153846154
1177,1000.0,3,3.0,"Govindpuri Extension, Kalkaji",8600000,8600.0
1178,900.0,3,2.0,other,6600000,7333.333333333333
1179,1800.0,3,3.0,"Govindpuri Extension, Kalkaji",14000000,7777.777777777777
1180,720.0,2,2.0,"Govindpuri Extension, Kalkaji",4700000,6527.777777777777
1181,1485.0,3,3.0,other,30000000,20202.0202020202
1182,1600.0,3,3.0,Kalkaji,26000000,16250.0
1183,1200.0,2,2.0,"Deshbandhu Apartments, Kalkaji",18500000,15416.666666666666
1184,900.0,2,2.0,other,6500000,7222.222222222223
1185,900.0,2,2.0,Kalkaji,15000000,16666.666666666668
1186,800.0,2,2.0,other,8000000,10000.0
1187,1150.0,2,3.0,"Deshbandhu Apartments, Kalkaji",16100000,14000.0
1188,900.0,3,3.0,"Govindpuri Extension, Kalkaji",6800000,7555.555555555556
1189,1070.0,3,2.0,Kalkaji Extention,6800000,6355.140186915888
1190,1050.0,2,2.0,Kalkaji Extention,9000000,8571.42857142857
1191,1000.0,2,2.0,other,18000000,18000.0
1192,1550.0,3,3.0,other,27500000,17741.935483870966
1193,1300.0,3,2.0,other,13500000,10384.615384615385
1194,810.0,2,2.0,Kalkaji,14000000,17283.95061728395
1195,900.0,2,2.0,Kalkaji,9000000,10000.0
1196,1200.0,2,2.0,"Deshbandhu Apartments, Kalkaji",16000000,13333.333333333334
1197,1000.0,2,3.0,Kalkaji Extention,11000000,11000.0
1198,720.0,2,2.0,"Govindpuri Extension, Kalkaji",5500000,7638.888888888889
1199,2520.0,3,3.0,Hauz Khas,47500000,18849.20634920635
1200,1700.0,3,4.0,Hauz Khas,45000000,26470.58823529412
1201,1800.0,3,3.0,Hauz Khas,43500000,24166.666666666668
1202,6000.0,5,5.0,other,180000000,30000.0
1203,1800.0,4,4.0,Hauz Khas,80000000,44444.444444444445
1204,2000.0,3,3.0,other,37500000,18750.0
1205,2066.0,4,4.0,Hauz Khas,60000000,29041.62633107454
1206,2050.0,3,3.0,"Hauz Khas Enclave, Hauz Khas",71000000,34634.14634146341
1207,1100.0,3,3.0,"Safdarjung Development Area, Hauz Khas",18500000,16818.18181818182
1208,4500.0,4,4.0,Hauz Khas,70000000,15555.555555555555
1209,4500.0,4,5.0,"Hauz Khas Enclave, Hauz Khas",85000000,18888.88888888889
1210,6500.0,4,5.0,other,190000000,29230.76923076923
1211,4350.0,4,6.0,other,135000000,31034.48275862069
1212,1750.0,3,3.0,Hauz Khas,35000000,20000.0
1213,3600.0,4,4.0,"Safdarjung Development Area, Hauz Khas",65000000,18055.555555555555
1214,1200.0,2,2.0,"Hauz Khas Enclave, Hauz Khas",27500000,22916.666666666668
1215,1500.0,3,4.0,Hauz Khas,45000000,30000.0
1216,2250.0,4,4.0,"Hauz Khas Enclave, Hauz Khas",100000000,44444.444444444445
1217,1800.0,3,4.0,Hauz Khas,47000000,26111.11111111111
1218,1600.0,3,4.0,Hauz Khas,27500000,17187.5
1219,2800.0,4,5.0,Hauz Khas,70000000,25000.0
1220,1700.0,3,3.0,other,36500000,21470.58823529412
1221,2400.0,4,5.0,"Hauz Khas Enclave, Hauz Khas",65000000,27083.333333333332
1222,1980.0,3,4.0,other,35000000,17676.76767676768
1223,2100.0,4,5.0,"Hauz Khas Enclave, Hauz Khas",56000000,26666.666666666668
1224,5400.0,4,4.0,"Hauz Khas Enclave, Hauz Khas",110000000,20370.37037037037
1225,1250.0,3,3.0,"Safdarjung Development Area, Hauz Khas",24000000,19200.0
1226,2300.0,4,4.0,Hauz Khas,102500000,44565.217391304344
1227,2700.0,4,4.0,"Hauz Khas Enclave, Hauz Khas",100000000,37037.03703703704
1228,1450.0,3,3.0,"Safdarjung Development Area, Hauz Khas",45000000,31034.48275862069
1229,2097.0,3,3.0,Chittaranjan Park,29000000,13829.279923700524
1230,1250.0,3,3.0,other,25500000,20400.0
1231,1600.0,3,3.0,Chittaranjan Park,33500000,20937.5
1232,2600.0,4,5.0,Chittaranjan Park,62500000,24038.46153846154
1233,1700.0,3,3.0,Chittaranjan Park,47500000,27941.176470588234
1234,1116.0,3,3.0,Chittaranjan Park,14700000,13172.043010752688
1235,1070.0,2,3.0,Chittaranjan Park,18000000,16822.429906542056
1236,1200.0,3,3.0,Chittaranjan Park,22500000,18750.0
1237,1200.0,3,3.0,Chittaranjan Park,22000000,18333.333333333332
1238,1200.0,3,3.0,other,22200000,18500.0
1239,1450.0,3,3.0,Chittaranjan Park,22500000,15517.241379310344
1240,1000.0,2,2.0,Chittaranjan Park,7500000,7500.0
1241,2430.0,4,4.0,other,30000000,12345.67901234568
1242,945.0,2,1.0,Chittaranjan Park,6500000,6878.306878306878
1243,1650.0,3,3.0,Chittaranjan Park,35000000,21212.121212121212
1244,1350.0,3,2.0,other,17500000,12962.962962962964
1245,2625.0,4,5.0,Chittaranjan Park,60000000,22857.14285714286
1246,1800.0,4,4.0,Chittaranjan Park,40000000,22222.222222222223
1247,125.0,3,3.0,Chittaranjan Park,11500000,92000.0
1248,1440.0,3,3.0,Chittaranjan Park,22500000,15625.0
1249,1900.0,3,4.0,Chittaranjan Park,28500000,15000.0
1250,1800.0,3,3.0,Chittaranjan Park,29000000,16111.111111111111
1251,1200.0,3,2.0,Chittaranjan Park,15500000,12916.666666666666
1252,1800.0,3,3.0,other,26000000,14444.444444444445
1253,1200.0,3,3.0,Chittaranjan Park,16500000,13750.0
1254,4118.0,4,5.0,Chittaranjan Park,55000000,13355.998057309373
1255,1050.0,3,2.0,Chittaranjan Park,12500000,11904.761904761905
1256,875.0,3,3.0,Chittaranjan Park,17500000,20000.0
1257,990.0,2,2.0,other,11500000,11616.161616161617
1258,11050.0,3,3.0,Chittaranjan Park,18500000,1674.20814479638
